REGISTRO N§;FECHA;HORA;DESCRIPCION (Vehiculo / Moto);DOMINIO;MARCA;MODELO;COLOR;TIPO;CHASIS N§;MOTOR N§;LEVANTADO EN :;AGENTE DE PLAYA QUE RECIBIO;GRUA / CHOFER;INVENTARIO SI/NO;NUMERO DE RECLAMO ;FECHA;HORA;GRUA/CHOFER;ENTREGA AGENTE;NOTAS;CONTROL DE LEGALES;
630;11/04/2016;14:30;AUTO;S/PLACA;RENAUL;9;ROJO;PARTICULAR;;;VILLA31;PIZARRO;GRUAS  PAOLINI;SI;OPERATIVO ORDEN DE RICHIARDI;20/04/2016;12;APES;SICA;TRASLADO A HERRERA;;
631;11/04/2016;14:30;AUTO;S/PLACA;RENAULT;KANGOO;CHATARRA;PARTICULAR;;;VILLA31;PIZARRO;GRUAS  PAOLINI;SI;OPERATIVO ORDEN DE RICHIARDI;20/04/2016;10:45;APES;SICA;TRASLADO A HERRERA;;
632;14/04/2016;12:05;AUTO;WEJ616;M.BENZ;S/D;GRIS;PARTICULAR;;;BAHIA BLANCA 1444;CARRILLO;ORTEGA;SI;00081610/16;;;;;;;
633;14/04/2016;12:15;AUTO;S/PLACA;PEUGEOT;405;VERDE;PARTICULAR;;;BAHIA BLANCA 1473;PLATAS;BINETI;SI;00664112/15;20/04/2016;12:30;CARRILLO;BINETTI;TRASLADO A HERRERA;;
634;14/04/2016;17:51;AUTO;VFN269;AUDI;S5;NEGRO ;PARTICULAR;;;MERCEDES 1938;HURTADO;MONTA¥O;SI;13708914;19/08/2016;12:27;COMPAC EN PLAYA;VELASCO;COMPAC EN PLAYA;;
635;14/04/2016;18:11;AUTO; ;FORD;TAUNUS;CREMA;PARTICULAR;;;VILLA31;HURTADO;GRUAS  PAOLINI;SI;OPERATIVO ORDEN DE RICHIARDI;20/04/2016;09:45;PLATAS;LEYVA;TRASLADO A HERRERA;;
636;14/04/2016;18:10;AUTO;S/PLACA;SCANIA;S/IDENTIFICAR;OXIDADO;PARTICULAR;;;VILLA31;PIZARRO;GRUAS  PAOLINI;SI;OPERATIVO ORDEN DE RICHIARDI;20/04/2016;11:00;APES;LEYVA;TRASLADO A HERRERA;;
637;14/04/2016;18:30;AUTO;VZK700;S/IDENTIFICAR;S/IDENTIFICAR;GRIS;PARTICULAR;;;VILLA31;HURTADO;GRUAS  PAOLINI;SI;OPERATIVO ORDEN DE RICHIARDI;;;;;;;
638;14/04/2016;18:30;AUTO;S/PLACA;S/IDENTIFICAR;S/IDENTIFICAR;GRIS;PARTICULAR;;;VILLA31;PIZARRO;GRUAS  PAOLINI;SI;OPERATIVO ORDEN DE RICHIARDI;20/04/2016;10:30;PLATAS;BINETTI;TRASLADO A HERRERA;;
639;14/04/2016;18:30;AUTO;S/PLACA;S/IDENTIFICAR;S/IDENTIFICAR;VERDE;PARTICULAR;;;VILLA31;PIZARRO;GRUAS  PAOLINI;SI;OPERATIVO ORDEN DE RICHIARDI;20/04/2016;10:00;APES;SICA;TRASLADO A HERRERA;;
640;15/04/2016;18:25;AUTO;CML482;RENAULT;SCENIC;GRIS;PARTICULAR;;;ESTADO DE ISRRAEL 4546;HURTADO;AQUINO MAURO (S.O.S);SI;;;;;;;;
641;21/04/2016;18:00;AUTO;S/D;FORD;TAUNUS;CELESTE;PARTICULAR;;;SOMELLERA 1300;PIZARRO;MARTINEZ;SI;01712867/15;09/06/2016;10:13;CARRILLO;MAIDANA;TRASLADO A RIO CUARTO;;
642;21/04/2016;18:09;AUTO;EGI216;FIAT;SIENA;ROJO;PARTICULAR;;;SOMELLERA 1300;PIZARRO;ORTALI;SI;00253000/16;19/08/2016;14:40;COMPAC EN PLAYA;PIZARRO;COMPAC EN PLAYA;;
643;26/04/2016;18:27:00;AUTO;RTU564;CHEVETTE;S/D;GRIS;PARTICULAR;;;OGIDE 2319;HURTADO;GENES  JORGE DNI 24655087 S.O.S;SI;NøR 01515089/15;;;;;;;
644;26/04/2016;18:54;AUTO;XMK775;FORD;TAUNUS;NEGRO;PARTICULAR;;;FRAIRE Y CORREA;HURTADO;FIOL S.O.S;SI;Nø R 802345/15;;;;;;;
645;26/04/2016;19:57;AUTO;VWX344;FORD ;FALCON;S/D;PARTICULAR;;;CASTA¥EDA 2000;HURTADO;AQUINO MAURO (S.O.S);SI;NøR 01665263/15;19/08/2016;14:21;COMPAC EN PLAYA;PIZARRO;COMPAC EN PLAYA;;
646;26/04/2016;21:26;AUTO;TGQ094;HONDA;CIVIC;AZUL;PARTICULAR;;;JOSE HERNANDEZ 1300;CALDERON;GENES JOREGE S.O.S;SI;NøR 00514800/15;19/08/2016;12:33;COMPAC EN PLAYA;RODRIGUEZ;COMPAC EN PLAYA;;
647;27/04/2016;17:14;AUTO;CTT534;FIAT;FIORINO;BLANCO;PARTICULAR;;;VUELTA DE OBLIGADO 3217;HURTADO;GENES JOREGE S.O.S;SI;NøR 00464359/15;;;;;;;
648;27/04/2016;20:11;AUTO;SGL852;SUBARU;S/D;ROJO;PARTICULAR;;;ONOFRE BENDEBER 1297;HURTADO;GENES JOREGE S.O.S;SI;NøR 402566/15;19/08/2016;14:25;COMPAC EN PLAYA;PIZARRO;COMPAC EN PLAYA;;
649;28/04/2016;01:00;AUTO;RCJ890;PEUGEOT;504;NEGRO;PARTICULAR;;;JULIAN ALVAREZ 1200;CALDERON;TEDESCO;SI;NøR 01280674/13;16/05/2016;17:10;GRUA TBA(FOT467) DIGREGORIO CARLOS ANTONIO(T)10468290;PIZARRO;RETIRA TITULAR;;
650;03/05/2016;12:20;AUTO;S/PLACA;S/D;S/D;BLANCO;PARTICULAR;;;AV.COSTITUYENTES 6100;CARRILLO;S.O.S GENES;SI;Nø R 330987/16;;;;;;;
651;04/05/2016;00:15;AUTO;S/D;RENAULT;12 RURAL;VERDE;PARTICULAR;;;VERA AL 1000;CALDERON;MARTINEZ;SI;SIN NUMERO DE RECLAMO, A PEDIDO DE GERENCIA OPERATIVA;;;;;;;
652;04/05/2016;19:56;AUTO;TCB083;ROVER;S/D;S/D;PARTICULAR;;;CAMARONE;HURTADO;GENE SOS;SI;NøR 378584/16;19/08/2016;15:05;COMPAC EN PLAYA;PIZARRO;COMPAC EN PLAYA;;
653;06/05/2016;13:00;AUTO;CRY524;VW;POLO;BLANCO;PARTICULAR;;;SANTO DUMONT 3310;CARRILLO;CANTERO S.O.S.;SI;NøR 00997823/15;20/07/2016;18:07;RUIZ MARIA CALDERON(T) 26201279 GRUA(MOA033);PIZARRO;RETIRA TITULAR;;
654;06/05/2016;19:54;AUTO;TMB485;S/D;S/D;OXIDADO;COLECTIVO;;;CEBALLOS 1200;CHIAMONTE;BRANDAL MARTIN SOS;SI;NøR  00492123/15;PLAYA SARMIENTO;;;;ESTA EN PLAYA SARMIENTO;;
655;10/05/2016;19:15;AUTO;S/D;CORVETTE;S/D;OXIDADO;PARTICULAR;;;DEL TIGRE 3805;HURTADO;AQUINO MAURO (S.O.S);SI;NøR 590021/16 - 01726450/15;06/06/2016;16:36;MANGO;PIZARRO;TRASLADO A RIO CUARTO;;
656;11/05/2016;15:40;AUTO;DQS790;KIA;SPORTAGE;VERDE;PARTICULAR;;;TRASLADADO DE PLAYA SARMIENTO;DI SANZO;ARRIOLA JOSE LUIS;SI;NøRECLAMO 00502345/16;;;;;;;
657;18/05/2016;12:00;AUTO;TOT119;FORD;SIERRA;CREMA;PARTICULAR;;;BOMPLAND 1491;DI SANZO;SAMPAYO;SI;N|ø RECLAMO 0048555/16;;;;;TRASLADADO DE PLAYA SARMIENTO;;
658;18/05/2016;13:00;AUTO;RAZ867;RENAULT;11;GRIS;PARTICULAR;;;EUGENIO GARZON 4800;DI SANZO;GARFIAS;SI;Nø RECLAMO 00154761/16;;;;;TRASLADADO DE PLAYA SARMIENTO;;
659;18/05/2016;18:30;AUTO;ACH772;CHEVROLET;MONZA;NEGRO;PARTICULAR;;;AV.CORRIENTES 6641;PIZARRO;MANGO;SI;NøRECLAMO 00228266/16 ;;;;;;;
660;20/05/2016;20:53;AUTO;TTH117;PEUGEOT;504;  VERDE;PARTICULAR;;;ARISTOBULO DEL VALLE Y CABOTO;BERARDI;AQUINO MAURO (S.O.S);SI;POR ORDEN DE CARNEVALE NICOLAS;;;;;;;
661;23/05/2016;16:20;AUTO;S/D;FIAT;128;BLANCO;PARTICULAR;;;PAISANDU 1944;DI SANZO;DIEGO ROJAS;SI;POR ORDEN DE CARNEVALE NICOLAS;07/06/2016;16:20;DE PAOLA;CARRILLO;TRASLADO A HERRERA;;
662;25/05/2016;13:00;AUTO;DRS230;FORD;KA;GRIS;PARTICULAR;;;ESTADO DE ISRAEL 4230;ACQUACALDA;BARROCA;SI;POR ORDEN DE GERENCIA OPERATIVA;;;;;;;
663;27/05/2016;17:55;AUTO;AZG058;VW;POINTER;VERDE;PARTICULAR;;;TRASLADO DE DAKOTA;CALDERON;ARAUJO JUAN JOSE;SI;POR ORDEN DE CARNEVALE NICOLAS;;;;;SE ENTREGA TRIPLICADO AL CHOFER, POR ORDEN DE COORDINACION;;
664;27/05/2016;19:28;AUTO;AOF658;FIAT;147;BLANCO;PARTICULAR;;;TRASLADO DE DAKOTA;HURTADO;ARAUJO JUAN JOSE;SI;POR ORDEN DE CARNEVALE NICOLAS;;;;;SE ENTREGA TRIPLICADO AL CHOFER, POR ORDEN DE COORDINACION;;
665;27/05/2016;20:29;AUTO;DWP399;PEUGEOT;206;VERDE;PARTICULAR;;;TRASLADO DE DAKOTA;CALDERON;ARAUJO JUAN JOSE;SI;POR ORDEN DE CARNEVALE NICOLAS;19/08/2016;11:44;COMPAC EN PLAYA;RODRIGUEZ;SE ENTREGA TRIPLICADO AL CHOFER, POR ORDEN DE COORDINACION;;
666;28/05/2016;09:00;AUTO;WJK936;PEUGEOT;504;NEGRO;PARTICULAR;;;TRASLADO DE DAKOTA;GARCIA TU¥ON;GUZMAN (STO);SI;POR ORDEN DE CARNEVALE NICOLAS;;;;;;;
667;28/05/2016;10:00;AUTO;FOR955;VW;GOL;GRIS;PARTICULAR;;;TRASLADO DE DAKOTA;GARCIA TU¥ON;GUZMAN (STO);SI;POR ORDEN DE CARNEVALE NICOLAS;;;;;;;
668;28/05/2016;11:40;AUTO;WOM256;RENAULT;18;CELESTE;PARTICULAR;;;TRASLADO DE DAKOTA;ACQUACALDA;GUZMAN (STO);SI;POR ORDEN DE CARNEVALE NICOLAS;;;;;;;
669;28/05/2016;13:05;AUTO;TUP414;FIAT;DUNA;BLANCO;PARTICULAR;;;TRASLADO DE DAKOTA;ACQUACALDA;GUZMAN (STO);SI;POR ORDEN DE CARNEVALE NICOLAS;;;;;;;
670;31/05/2016;12:30;AUTO;XGG401;DODGE;SHADOW;BLANCO;PARTICULAR;;;YATAY Y DIAZ VELEZ;CARRILLO;SICA;SI;;;;;;;;
671;31/05/2016;13:00;AUTO;UMU461;FORD;SIERRA;BLANCO;PARTICULAR;;;YATAY Y DIAZ VELEZ;CARRILLO;FERNANDEZ;SI;N DE RERCLAMO 00402046/15;;;;;;;
672;01/06/2016;23:25;AUTO;BDW677;PEUGEOT;406;GRIS;PARTICULAR;;;PACHECO DE MELO 2432;CALDERON;CANTERO S.O.S.;SI;Nø DE RECLAMO PENDIENTE;24/06/2016;13:00;RETIRA TITULA SARFATIROBERTO(T) DNI 14026541;RODRIGUEZ;;;
673;02/06/2016;19:20;AUTO;UYX245;FORD;TAUNUS;NEGRO;PARTICULAR;;;TRASLADO DE DAKOTA;HURTADO;JAIME WALTER;SI;POR ORDEN DE CARNEVALE NICOLAS;;;;;;;
674;02/06/2016;20:29;AUTO;BKT095;HONDA;CIVIC;NEGRO;PARTICULAR;;;TRASLADO DE DAKOTA;PIZARRO;JAIME WALTER;SI;POR ORDEN DE CARNEVALE NICOLAS;;;;;;;
675;02/06/2016;23:48;AUTO;S/D;CITROEN ;3CV;NEGRO;PARTICULAR;;;TRES ARROYOS 1100;CALDERON;TEDESCO;SI;Nø DE RECLAMO PENDIENTE;06/06/2016;15:51;RETAMOSO;PIZARRO;TRASLADADO A HERRERA;;
676;11/06/2016;15:25;AUTO;BIF621;PEUGEOT;504;INCENDIADO;PARTICULAR;;;APOLINARIO FIGUEROA 450;GARCIA TU¥ON;BARROCA;SI;POR ORDEN DE GERENCIA OPERATIVA;;;;;;;
677;26/06/2016;15:00;AUTO;S/D;VALIANT;S/D;NARANJA;PARTICULAR;;;ZA¥ARTU 455;PLATAS;TORRES;SI;POR ORDEN DE GERENCIA OPERATIVA;12/07/2016;15:50;RETIRA TITULAR GARCIA GUSTAVO EUGENIO (T) CON ACARREO IZD 951;DI SANZO;;;
678;28/06/2016;19:13;AUTO;FJL410;RENAULT ;KANGOO;GRIS;PARTICULAR;;;A¥ASCO;HURTADO;SANTOLLI;SI;Nø DE RECLAMO 00580020/16;;;;;;;
679;29/06/2016;20:36;AUTO;S/D;S/D;S/D;S/D;COLECTIVO;;;TABARE 1090;HURTADO;BRANDAN MARTIN SOS;SI;Nø DE RECLAMO 00297883/15;;;;;;;
680;23/07/2016;21:14;AUTO;WWM228;PEUGEOT;504;BLANCO;PICK UP;;;ADOLFO DICKMAN 1392;GRACIANO;AQUINO MAURO (S.O.S);SI;Nø DE RECLAMO 00896384/16;;;;;;;
681;23/07/2016;21:26;AUTO;DZE361;RENAULT;MEGANE;AZUL;PARTICULAR;;;A¥ASCO 2800;GRAZIANO;GENES JORGE S.O.S;SI;Nø DE RECLAMO 00900376/16;;;;;;;
682;24/07/2016;00:07;AUTO;B1799406;FORD;TAUNUS;ROJO;PARTICULAR;;;PAYSANDU 1927;GRACIANO;GENES JORGE S.O.S;SI;;;;;;;;
683;27/07/2016;08:45;AUTO;BUA988;VW;POLO;AZUL;PARTICULAR;;;ALTOLAGUIRRE 3267;VELASCO;GENES JORGE S.O.S;SI;Nø DE RECLAMO S00682684/16;;;;;;;
684;27/07/2016;11:11;AUTO;VFZ369;FIAT;600;TURQUESA;PARTICULAR;;;MARIA DEL CARRIL 3019;RODRIGUEZ;SOS GRUA 196;SI;N RECL. S00677689/16;27/08/2016;09:50;RETIRA TITULAR DEL VECCHIO JUAN PABLO DNI:18449147  (APODERADO) CON GRUA S.O.S DOM:ABZ459;TU¥ON;;;
685;27/07/2016;11:20;AUTO;S/PLACA;RENAULT;KANGOO;BLANCO;PARTICULAR;;;AV.MELIAN 4102;VELASCO;AQUINO MAURO (S.O.S);SI;NøS00806122/16;19/08/2016;09:15;COMPAC EN PLAYA;MORENO;COMPAC EN PLAYA;;
686;28/07/2016;12:20;AUTO;S/PLACA;VW;COUNTRY;INCENDIADO;PARTICULAR;;;ARAOZ 1650;CARRILLO;GENES JORGE S.O.S;SI;PENDIENTE;19/08/2016;11:55;COMPAC EN PLAYA;CARRILLO;COMPAC EN PLAYA;;
687;29/07/2016;13:30;AUTO;S/PLACA;PUEGEOT ;505;CHATARRA;PARTICULAR;;;PIEDRABUENA Y UNCAR;RODRIGUEZ;GABRIELLI;SI;;19/08/2016;10:02;COMPAC EN PLAYA;RODRIGUEZ;COMPAC EN PLAYA;;
688;29/07/2016;13:41;AUTO;S/PLACA;RENAULT;19;CHATARRA;PARTICULAR;;;PIEDRABUENA Y UNCAR;VELASCO;AQUINO;SI;;19/08/2016;09:40;COMPAC EN PLAYA;VELASCO;COMPAC EN PLAYA;;
689;29/07/2016;13:40;AUTO;S/PLACA;FORD;FALCON;CHATARRA;PARTICULAR;;;PIEDRABUENA Y UNCAR;CARRILLO;LEDESMA;SI;;19/08/2016;10:07;COMPAC EN PLAYA;MORENO;COMPAC EN PLAYA;;
690;29/07/2016;13:53;AUTO;S/PLACA;FIAT;REGATTA;CHATARRA;PARTICULAR;;;PIEDRABUENA Y UNCAR;VELASCO;AQUINO;SI;;19/08/2016;10:06;COMPAC EN PLAYA;CARRILLO;COMPAC EN PLAYA;;
691;29/07/2016;13:40;AUTO;S/PLACA;S/D;S/D;CHATARRA;PARTICULAR;;;PIEDRA BUENA Y HUNCAR;RODRIGUEZ;AQUINO;SI;SON DOS MEDIAS PARTES DE UN AUTO    R PENDIENTE;19/08/2016;11:14;COMPAC EN PLAYA;RODRIGUEZ;COMPAC EN PLAYA;;
692;29/07/2016;13:55;AUTO;S/PLACA;FIAT ;125;CHATARRA;PARTICULAR;;;PIEDRA BUENA Y HUNCAR;CARRILLO;GENES;SI;PENDIENTE;19/08/2016;10:18;COMPAC EN PLAYA;VELASCO;COMPAC EN PLAYA;;
693;29/07/2016;15:48;AUTO;S/PLACA;RENAULT;9;CHATARRA;PARTICULAR;;;PIEDRA BUENA Y HUNCAR;PIZARRO;GENES;SI;PENDIENTE;19/08/2016;10:13;COMPAC EN PLAYA;MORENO;COMPAC EN PLAYA;;
694;29/07/2016;16:03;AUTO;S/PLACA;FORD;FALCON;CHATARRA;PARTICULAR;;;PIEDRA BUENA Y HUNCAR;HURTADO;GONZALEZ;SI;PENDIENTE;19/08/2016;09:45;COMPAC EN PLAYA;CARRILLO;COMPAC EN PLAYA;;
695;29/07/2016;16:05;AUTO;S/PLACA;PEUGEOT;504;CHATARRA;PARTICULAR;;;PIEDRA BUENA Y HUNCAR;PIZARRO;AQUINO;SI;PENDIENTE;19/08/2016;10:28;COMPAC EN PLAYA;RODRIGUEZ;COMPAC EN PLAYA;;
696;29/07/2016;16:48;AUTO;S/PLACA;RENAULT;19;CHATARRA;PARTICULAR;;;PIEDRA BUENA Y HUNCAR;PIZARRO;GABRIELLI;SI;PENDIENTE;19/08/2016;10:34;COMPAC EN PLAYA;VELASCO;COMPAC EN PLAYA;;
697;01/08/2016;16:18;AUTO;VUT110;FARGO;S/D;CELESTE;CAMION;;;DONADO 2000;HURTADO;BRANDAN MARTIN SOS;SI;PENDIENTE;;;;;;;
698;02/08/2016;11:25;AUTO;S/PLACA;PEUGEOT;504;CHATARRA;PARTICULAR;;;MONTENEGRO 215;VELASCO;AQUINO MAURO (S.O.S);SI;PENDIENTE;19/08/2016;10:25;COMPAC EN PLAYA;MORENO;COMPAC EN PLAYA;;
699;02/08/2016;11:30;AUTO;RVG722;DODGE;1500;CELESTE;PARTICULAR;;;WARNES 172;RODRIGUEZ;GEL JORGE (S,O,S);SI;PENDIENTE;;;;;;;
700;02/08/2016;13:15;AUTO;S/PLACA;DODGE;SPIRIT;AZUL;PARTICULAR;;;AV. ROLON 1445;RODRIGUEZ;CASASOLA (EJERCITO ARG.);SI;PENDIENTE;19/08/2016;09:50;COMPAC EN PLAYA;CARRILLO;COMPAC EN PLAYA;;
701;02/08/2016;13:16;AUTO;S/PLACA;RENAULT;TRAFFIC;BLANCO;PARTICULAR;;;AV.ROLON 1445;VELASCO;CASASOLA (EJERCITO ARG.);SI;PENDIENTE;19/08/2016;11:46;COMPAC EN PLAYA;RODRIGUEZ;COMPAC EN PLAYA;;
702;02/08/2016;13:17;AUTO;S/PLACA;RENAULT ;KANGOO;BEIGE;PARTICULAR;;;AV.ROLON 1445;RODRIGUEZ;CASASOLA (EJERCITO ARG.);SI;PENDIENTE;19/08/2016;16:08;COMPAC EN PLAYA;HURTADO;COMPAC EN PLAYA;;
703;02/08/2016;14:15;AUTO;TRK489;VW;GOL;BORDO;PARTICULAR;;;ROJAS 1451;DI SANZO;AQUINO MAURO (S.O.S);SI;;;;;;;;
704;02/08/2016;15:45;AUTO;ENI207;CHEVROLET;MERIVA;GRIS;PARTICULAR;;;AV. HONORIO PUEYRREDON 1666;DI SANZO;AQUINO MAURO (S.O.S);SI;;;;;;;;
705;02/08/2016;16:20;AUTO;S/D;VW;GOL;ROJO;PARTICULAR;;;ROJAS 1451;DI SANZO;GENE SOS;SI;;;;;;;;
706;02/08/2016;18:40;AUTO;S/D;FORD;FALCON;OXIDADO;PARTICULAR;;;MANUEL RODRIGUEZ 2215;HURTADO;AQUINO MAURO (S.O.S);SI;;19/08/2016;15:58;COMPAC EN PLAYA;HURTADO;COMPAC EN PLAYA;;
707;02/08/2016;19:30;AUTO;S/D;FIAT;SIENA;TAXI;PARTICULAR;;;CONSTITUCION 3235;HURTADO;AQUINO MAURO (S.O.S);SI;;19/08/2016;15:53;COMPAC EN PLAYA;HURTADO;COMPAC EN PLAYA;;
708;02/08/2016;19:50;AUTO;UPN478;TOYOTA;S/D;NEGRO;PARTICULAR;;;AV SANTA FE Y TALCAHUANO;DI SANZO;STREGEWITCH;SI;;;;;;;;
709;02/08/2016;20:15;AUTO;C278003;PEUGEOT ;403;BLANCO (QUEMADO);PARTICULAR;;;SUNCHALES 700;DI SANZO;GENE SOS;SI;;;;;;;;
710;02/08/2016;21:00;AUTO;DPT433;V.W.;POLO;GRIS;PARTICULAR;;;URIARTE 1058;BERARDI;AQUINO MAURO (S.O.S);SI;;;;;;;;
711;02/08/2016;22:48;AUTO;S/D;CHEVROLET;CHEVY;VERDE;PARTICULAR;;;SUNCHALES 642;BERARDI;GENES (S.O.S);SI;;24/08/2016;08:35;RETIRA GRUA SOS POR ORDEN DE COORDINACION;RODRIGUEZ;GRUA SOS FTP 850 CHOFER VERDI;;
712;03/08/2016;12:20;AUTO;S/PLACA;DODGE;SPIRIT;BLANCO;PARTICULAR;;;AV.ROLON 1445;RODRIGUEZ;CASASOLA (EJERCITO ARG.);SI;PENDIENTE;19/08/2016;10:39;COMPAC EN PLAYA;VELASCO;COMPAC EN PLAYA;;
713;03/08/2016;12:20;AUTO;S/PLACA;DODGE;SPIRIT;AZUL;PARTICULAR;;;AV.ROLON 1445;VELASCO;CASASOLA (EJERCITO ARG.);SI;PENDIENTE;19/08/2016;10:43;COMPAC EN PLAYA;CARRILLO;COMPAC EN PLAYA;;
714;03/08/2016;12:20;AUTO;S/PLACA;RENAULT;TRAFIC;BLANCO;PARTICULAR;;;AV.ROLON 1445;CARRILLO;CASASOLA (EJERCITO ARG.);SI;PENDIENTE;19/08/2016;09:25;COMPAC EN PLAYA;RODRIGUEZ;COMPAC EN PLAYA;;
715;03/08/2016;16:05;AUTO;S/PLACA;DODGE;SPIRITS;GRIS;PARTICULAR;;;AV. ROLON 1445;DI SANZO;JORGE MU¥OZ;SI;;19/08/2016;11:08;COMPAC EN PLAYA;MORENO;COMPAC EN PLAYA;;
716;03/08/2016;20:10;AUTO;TLD583;PEUGEOT;504;NEGRO;PARTICULAR;;;ROOSEVELT 5442;DI SANZO;GENE SOS;SI;;;;;;;;
717;03/08/2016;22:50;AUTO;EBB171;AUDI;A4;GRIS;PARTICULAR;;;CONCEPCION ARENAL 2300;CALDERON;GUGLIELMO;SI;PENDIENTE;;;;;;;
718;05/08/2016;11:44;AUTO;S/PLACA;PEUGEOT;206;AZUL;PARTICULAR;;;MI¥IONES Y ECHEVERRIA;VELASCO;LEYVA;SI;PENDIENTE;;;;;;;
719;05/08/2016;12:18;AUTO;BWA381;MITSUBISHI;LANCER;GRIS;PARTICULAR;;;AGUSTIN GARCIA 1178;CARRILLO;AQUINO;SI;PENDIENTE;;;;;;;
720;05/08/2016;14:54;AUTO;FYN077;CHEVROLET;CORSA;TAXI;PARTICULAR;;;CUCHA CUCHA 2903;PIZARRO;AQUINO;SI;PENDIENTE;;;;;;;
721;05/08/2016;15:00;AUTO;APE396;FORD;MONDEO;NEGRO;PARTICULAR;;;PUNTA ARENAS 1863;DI SANZO;DALMAZO S.O.S;SI;PENDIENTE;;;;;;;
722;05/08/2016;18:45;AUTO;RLD476;RENAULT;12;BLANCO;PARTICULAR;;;RAULIES 1900;DI SANZO;DALMAZO S.O.S;SI;PENDIENTE;;;;;;;
723;05/08/2016;20:30;AUTO;VDZ961;PEUGEOT;504;GRIS;PARTICULAR;;;A¥ASCO Y TRELLES;CALDERON;DALMAZO S.O.S;SI;PENDIENTE;;;;;;;
724;05/08/2016;21:30;AUTO;WKH764;RENAULT;12 BREAK;NEGRO;PARTICULAR;;;LASCANO Y SAN MARTIN;CALDERON;AQUINO MAURO (S.O.S);SI;PENDIENTE;;;;;;;
725;05/08/2016;22:10;AUTO;DBN928;HYUNDAI;SONATA;NEGRO;PARTICULAR;;;ABALOS 389;CALDERON;DALMAZO S.O.S;SI;PENDIENTE;;;;;;;
726;05/08/2016;23:02;AUTO;DCD703;FIAT;SIENA;VERDE;PARTICULAR;;;PUNTA ARENA 2037;CALDERON;AQUINO MAURO (S.O.S);SI;PENDIENTE;;;;;;;
727;06/08/2016;11:50;AUTO;S/PLACA;PEUGEOT;404;NEGRO;PARTICULAR;;;CASTILLO 1289;GARCIA TU¥ON;BARROCA;SI;POR ORDEN DE GERENCIA OPERATIVA;;;;;;;
728;08/08/2016;22:05;AUTO;TNV362;PEUGEOT;504;BLANCO;PARTICULAR;;;MOLDES 2968;CALDERON;GENES (S.O.S);SI;PENDIENTE;;;;;;;
729;09/08/2016;15:18;AUTO;S/D;DODGE;1500;AMARILLO;PARTICULAR;;;SANTO TOME 6535;HURTADO;GENE SOS;SI;00510031/16;;;;;;;
730;09/08/2016;22:15;AUTO;S/PLACA;FIAT;PALIO;GRIS;PARTICULAR;;;MEDRANO 63;PIZARRO;LIRIA;SI;POR ORDEN DE GERENCIA OPERATIVA;;;;;;;
731;10/08/2016;12:15;AUTO;S/PLACA;CHEVROLET;CORSA;NEGRO;PARTICULAR;;;B. RIVADAVIA ENT SALVIGNI Y ALFONSINA STORNI;RODRIGUEZ;GOMEZ ALBERTO(SBE);SI;PENDIENTE;;;;;;;
732;10/08/2016;16:08;AUTO;S/D;VW;GOL;NEGRO;PARTICULAR;;;RIESTRA Y LISANDRO LA TORRE;PIZARRO;VALLE (SERBELO);SI;PENDIENTE;;;;;;;
733;11/08/2016;18:15;AUTO;VYL471;FORD;FALCON;NEGRO;PARTICULAR;;;SUAREZ 1161;DI SANZO;AQUINO MAURO (S.O.S);SI;;;;;;;;
734;12/08/2016;10:17;AUTO;GQO619;FIAT;SIENA;GRIS;PARTICULAR;;;AV GUZMAN 396;VELASCO;ERIC POPP;SI;;;;;;;;
735;12/08/2016;10:22;AUTO;S/D;CITROEN ;ZX;AZUL;PARTICULAR;;;AV TRIUNVIRATO 5177;RODRIGUEZ;GENES;SI;S00654702/16;;;;;;;
736;12/08/2016;12:00;AUTO;S/D;FIAT ;SIENA;NEGRO;PARTICULAR;;;AV CASEROS 769;CARRILLO;GENES;SI;;;;;;;;
737;12/08/2016;14:46;AUTO;AUH212;FIAT;DUNA;VERDE;PARTICULAR;;;GRANADEROS 717 ;HURTADO;GENES;SI;;;;;;;;
738;12/08/2016;16:22;AUTO;SZI099;FORD ;GALAXY;GRIS;PARTICULAR;;;CARLOS CALVO 1665;DI SANZO;GENES (S.O.S);SI;;;;;;;;
739;12/08/2016;19:30;AUTO;S/PLACA;FIAT;TIPO;BLANCO;PARTICULAR;;;PEDRO DE MENDOZA 1059;PIZARRO;GENE(S.O.S);SI;;;;;;;;
740;12/08/2016;20:45;AUTO;S/PLACA;S/D;S/D;GRIS;PARTICULAR;;;INCLAN 2305;CALDERON;AQUINO;SI;PENDIENTE;;;;;;;
741;17/08/2016;11:30;AUTO;883GUR;YAMAHA;YBR;NEGRA;MOTO;;;ANCHORENA 1424;CARRILLO;GENES SOS;SI;S00777988/16;;;;;;;
742;17/08/2016;15:59;AUTO;S/PLACA;S/IDENTIFICAR;S/IDENTIFICAR;OXIDADO;PARTICULAR;;;BELEN 122;PIZARRO;GENE;SI;PENDIENTE;;;;;;;
743;18/08/2016;12:15;AUTO;S/PLACA;S/IDENTIFICAR;S/IDENTIFICAR;INCENDIADO;PARTICULAR;;;VILLA 1114;RODRIGUEZ;DIEGO CANSINO SBE;SI;PENDIENTE;;;;;;;
744;18/08/2016;18:46;AUTO;WCO420;RENAULT;12;CELESTE;PARTICULAR;;;BERNARDO DE LEON 2300;PIZARRO;VERDI MARTIN (S.O.S);SI;PENDIENTE;;;;;;;
